symbol,ts_ms,price,size,side
NVDA,1736937863010,499.83,22,buy
SPY,1736937863140,400.98,23,sell
TSLA,1736937864609,199.17,23,buy
TSLA,1736937865239,196.0,35,sell
NVDA,1736937865296,502.6,62,sell
AAPL,1736937865453,150.91,43,buy
AAPL,1736937866917,150.0,8,buy
MSFT,1736937869152,298.49,39,sell
MSFT,1736937869299,303.11,76,buy
NVDA,1736937869537,500.43,17,buy
AAPL,1736937869985,152.49,96,sell
SPY,1736937870693,399.1,100,sell
NVDA,1736937871869,502.57,94,buy
SPY,1736937871947,399.42,65,buy
MSFT,1736937873148,300.32,61,sell
TSLA,1736937874423,195.96,9,sell
TSLA,1736937874658,195.49,34,sell
MSFT,1736937875975,301.42,99,buy
TSLA,1736937876170,195.23,45,buy
AAPL,1736937876994,151.49,88,buy
NVDA,1736937877550,501.26,75,sell
NVDA,1736937877751,499.67,11,sell
NVDA,1736937880707,502.61,25,buy
AAPL,1736937880856,150.94,77,buy
MSFT,1736937880862,299.62,88,buy
AAPL,1736937881467,151.54,91,buy
MSFT,1736937882021,298.55,59,sell
TSLA,1736937883015,198.53,95,buy
AAPL,1736937883584,151.81,17,sell
AAPL,1736937884169,151.71,77,sell
MSFT,1736937884210,299.65,93,buy
SPY,1736937884554,400.0,93,buy
AAPL,1736937884625,150.69,64,buy
SPY,1736937885767,400.76,77,buy
SPY,1736937887100,400.93,59,buy
AAPL,1736937887401,152.22,94,sell
SPY,1736937888179,400.2,94,sell
SPY,1736937888591,401.27,18,buy
MSFT,1736937890438,299.8,44,buy
NVDA,1736937890692,500.37,29,buy
TSLA,1736937891592,198.19,88,buy
TSLA,1736937892458,193.09,15,buy
NVDA,1736937893140,503.32,42,buy
MSFT,1736937893255,296.79,18,buy
MSFT,1736937893468,297.19,73,sell
MSFT,1736937893528,299.78,21,buy
MSFT,1736937894651,299.7,55,buy
AAPL,1736937894995,151.78,15,sell
SPY,1736937895480,399.33,16,sell
MSFT,1736937896627,297.05,43,buy
MSFT,1736937897785,301.48,7,sell
AAPL,1736937898383,150.52,7,buy
NVDA,1736937898956,501.91,91,sell
SPY,1736937900907,401.27,93,sell
AAPL,1736937901091,152.54,44,sell
NVDA,1736937901243,499.28,95,buy
AAPL,1736937902051,152.79,28,sell
MSFT,1736937902514,299.14,40,buy
SPY,1736937904717,399.66,45,buy
AAPL,1736937905300,152.4,33,sell
MSFT,1736937905354,296.62,25,sell
MSFT,1736937906277,296.72,76,buy
AAPL,1736937906707,152.09,5,buy
MSFT,1736937907557,299.01,1,buy
MSFT,1736937907636,296.89,80,sell
TSLA,1736937908680,195.39,51,buy
TSLA,1736937908893,196.33,86,sell
SPY,1736937913748,400.07,37,buy
TSLA,1736937914851,198.2,64,buy
TSLA,1736937916300,194.94,95,sell
MSFT,1736937916966,300.31,78,sell
SPY,1736937917554,398.87,18,buy
AAPL,1736937917813,151.63,91,buy
SPY,1736937918436,399.78,58,sell
SPY,1736937918757,399.82,96,buy
AAPL,1736937919331,152.53,59,buy
MSFT,1736937919547,298.36,85,buy
NVDA,1736937920312,499.79,27,sell
TSLA,1736937920684,193.64,62,sell
SPY,1736937920888,399.58,86,buy
AAPL,1736937921595,149.72,57,buy
SPY,1736937922019,400.72,51,sell
AAPL,1736937922074,149.54,51,sell
MSFT,1736937922239,299.21,89,sell
NVDA,1736937924221,501.38,37,sell
NVDA,1736937924333,499.44,30,buy
NVDA,1736937924575,498.83,61,buy
MSFT,1736937927850,296.96,29,sell
NVDA,1736937927934,502.93,93,sell
TSLA,1736937928101,195.25,49,sell
NVDA,1736937929373,502.53,85,sell
MSFT,1736937929522,296.85,95,buy
SPY,1736937930733,401.32,76,buy
TSLA,1736937932638,199.08,82,sell
NVDA,1736937933270,500.31,90,buy
TSLA,1736937933814,198.51,27,buy
MSFT,1736937935115,297.06,79,buy
AAPL,1736937937129,151.81,61,sell
TSLA,1736937937528,197.7,48,buy
NVDA,1736937937652,501.02,96,buy
SPY,1736937937770,400.73,65,sell
NVDA,1736937937832,502.1,80,buy
AAPL,1736937938360,149.42,39,buy
MSFT,1736937938479,297.21,75,sell
TSLA,1736937938517,197.19,34,sell
TSLA,1736937939164,198.6,11,buy
NVDA,1736937939981,500.92,9,buy
NVDA,1736937941552,499.07,16,sell
MSFT,1736937941738,302.93,44,sell
MSFT,1736937941863,301.07,5,sell
AAPL,1736937942549,149.35,82,sell
NVDA,1736937942652,503.4,89,sell
AAPL,1736937942704,150.83,84,buy
TSLA,1736937943349,195.32,21,sell
AAPL,1736937943638,150.98,77,buy
MSFT,1736937944117,299.67,3,sell
NVDA,1736937944424,500.01,43,sell
NVDA,1736937944892,500.43,82,sell
NVDA,1736937944919,500.84,45,sell
NVDA,1736937946394,501.18,4,buy
NVDA,1736937946575,501.46,22,sell
AAPL,1736937946673,152.96,73,buy
TSLA,1736937947307,194.68,84,buy
AAPL,1736937947894,152.09,24,sell
NVDA,1736937948043,500.51,86,buy
TSLA,1736937951063,198.35,24,sell
AAPL,1736937951702,152.68,1,sell
AAPL,1736937953832,149.57,39,sell
TSLA,1736937954687,195.28,12,sell
AAPL,1736937955443,149.79,94,sell
MSFT,1736937955663,299.1,19,sell
NVDA,1736937955774,502.0,21,buy
SPY,1736937957242,401.4,71,buy
NVDA,1736937957582,503.46,71,sell
MSFT,1736937958667,298.37,44,sell
SPY,1736937960007,400.18,63,sell
SPY,1736937960077,399.65,70,buy
TSLA,1736937961511,200.01,69,buy
SPY,1736937961712,399.46,10,sell
MSFT,1736937961778,297.46,77,buy
SPY,1736937963135,400.99,86,buy
MSFT,1736937963468,297.25,10,sell
NVDA,1736937964474,499.88,71,buy
AAPL,1736937964961,151.87,36,buy
NVDA,1736937964974,503.62,81,buy
TSLA,1736937965206,199.14,32,sell
NVDA,1736937965255,501.17,52,buy
AAPL,1736937965668,151.12,27,buy
AAPL,1736937965712,152.1,95,buy
TSLA,1736937965750,199.83,2,buy
SPY,1736937967448,401.77,30,sell
AAPL,1736937968804,152.44,79,buy
AAPL,1736937970502,150.32,48,buy
SPY,1736937970535,400.25,92,buy
TSLA,1736937970787,199.21,18,buy
SPY,1736937971363,400.19,77,buy
AAPL,1736937972496,152.02,71,sell
AAPL,1736937973192,150.47,58,sell
TSLA,1736937973571,200.32,46,sell
NVDA,1736937973583,502.79,23,buy
MSFT,1736937973973,299.21,73,sell
NVDA,1736937975890,500.56,72,buy
SPY,1736937975905,399.61,84,buy
AAPL,1736937976013,150.24,61,sell
MSFT,1736937976066,297.06,24,buy
AAPL,1736937976262,151.98,66,buy
TSLA,1736937976476,198.69,32,buy
TSLA,1736937977180,198.38,12,buy
AAPL,1736937977677,151.13,80,sell
AAPL,1736937977824,152.25,77,sell
SPY,1736937978351,399.76,10,buy
SPY,1736937978425,401.28,20,sell
NVDA,1736937980538,500.55,25,sell
AAPL,1736937981411,150.56,69,sell
MSFT,1736937981426,297.34,65,sell
NVDA,1736937982197,501.77,92,sell
SPY,1736937982386,399.41,74,buy
MSFT,1736937985118,296.93,82,sell
NVDA,1736937986596,503.73,53,buy
AAPL,1736937988346,149.87,53,buy
AAPL,1736937989470,152.25,15,sell
NVDA,1736937989887,502.78,26,buy
MSFT,1736937990154,299.88,61,sell
MSFT,1736937991014,302.24,37,buy
NVDA,1736937991221,499.43,22,buy
AAPL,1736937991871,152.18,94,sell
SPY,1736937992035,400.39,64,sell
MSFT,1736937992656,296.69,88,sell
AAPL,1736937993471,151.96,50,buy
TSLA,1736937994650,194.49,63,sell
NVDA,1736937994682,501.19,9,buy
MSFT,1736937995666,300.95,17,buy
NVDA,1736937995740,501.23,13,buy
NVDA,1736937995751,503.41,39,buy
TSLA,1736937996111,198.74,26,sell
AAPL,1736937997835,151.19,84,sell
SPY,1736937999206,401.51,94,sell
MSFT,1736937999300,296.8,15,sell
NVDA,1736937999484,499.5,72,buy
MSFT,1736937999803,297.31,43,sell
MSFT,1736938000867,298.2,43,sell
AAPL,1736938001306,150.93,41,sell
AAPL,1736938001858,150.54,6,buy
MSFT,1736938001909,301.02,36,sell
TSLA,1736938002201,193.98,33,sell
AAPL,1736938002357,151.15,89,buy
MSFT,1736938003272,299.34,11,sell
MSFT,1736938003489,299.83,36,buy
MSFT,1736938004438,299.22,23,buy
MSFT,1736938004763,297.28,91,sell
MSFT,1736938005699,301.44,43,buy
AAPL,1736938006067,150.06,13,buy
SPY,1736938007920,399.0,23,sell
AAPL,1736938008823,150.17,45,sell
SPY,1736938009063,400.71,50,sell
AAPL,1736938009749,152.3,62,buy
TSLA,1736938010366,198.21,62,buy
NVDA,1736938011623,500.29,15,sell
TSLA,1736938013492,196.46,19,buy
TSLA,1736938013608,195.92,40,sell
TSLA,1736938014321,199.19,82,buy
SPY,1736938015385,399.66,32,buy
TSLA,1736938016114,197.9,79,sell
AAPL,1736938017569,150.17,57,buy
TSLA,1736938017836,198.34,50,sell
TSLA,1736938017993,194.86,94,buy
TSLA,1736938018799,197.99,92,sell
MSFT,1736938018958,302.84,72,buy
NVDA,1736938019201,503.31,61,buy
SPY,1736938019511,398.97,88,sell
SPY,1736938019845,400.52,35,buy
NVDA,1736938020549,501.56,7,sell
TSLA,1736938021104,197.72,84,buy
SPY,1736938021536,399.89,58,buy
TSLA,1736938021914,193.74,50,buy
NVDA,1736938022127,501.7,93,buy
TSLA,1736938023456,198.38,10,sell
SPY,1736938023727,399.93,51,buy
NVDA,1736938023797,500.34,32,buy
SPY,1736938024452,399.61,33,buy
SPY,1736938024559,400.41,11,sell
NVDA,1736938025269,499.64,23,sell
MSFT,1736938025885,297.41,32,sell
NVDA,1736938026260,499.32,11,sell
NVDA,1736938028962,503.2,76,buy
MSFT,1736938030012,297.98,99,buy
NVDA,1736938032152,502.27,70,buy
MSFT,1736938033355,298.79,27,buy
SPY,1736938037144,399.98,8,sell
MSFT,1736938037366,297.84,90,buy
TSLA,1736938037863,198.32,80,sell
SPY,1736938037868,400.52,90,sell
MSFT,1736938039443,297.05,13,sell
NVDA,1736938039714,503.63,31,buy
NVDA,1736938040966,500.19,83,buy
AAPL,1736938041016,150.06,45,sell
AAPL,1736938041557,152.24,14,buy
MSFT,1736938042912,298.21,87,buy
MSFT,1736938043220,297.18,75,buy
MSFT,1736938043250,301.63,44,buy
NVDA,1736938045825,500.94,65,buy
MSFT,1736938045917,298.94,83,sell
MSFT,1736938046166,301.89,65,buy
MSFT,1736938046264,296.94,32,buy
TSLA,1736938046471,193.94,83,buy
NVDA,1736938046953,504.18,40,sell
NVDA,1736938047373,500.99,17,sell
MSFT,1736938048303,302.95,42,sell
SPY,1736938049179,400.8,67,sell
SPY,1736938049391,399.81,61,sell
NVDA,1736938049967,499.94,33,sell
TSLA,1736938051954,197.93,24,sell
AAPL,1736938052207,151.79,18,sell
SPY,1736938052309,399.02,46,buy
AAPL,1736938053335,150.49,79,sell
TSLA,1736938053908,198.4,88,buy
AAPL,1736938055551,151.47,51,sell
MSFT,1736938056658,297.54,51,sell
AAPL,1736938057458,151.4,69,buy
NVDA,1736938057622,498.76,85,buy
TSLA,1736938058631,193.07,17,sell
AAPL,1736938058795,150.92,42,buy
NVDA,1736938059211,503.21,5,sell
MSFT,1736938059781,297.26,98,sell
MSFT,1736938060307,298.85,53,buy
TSLA,1736938060628,193.4,76,buy
NVDA,1736938060715,499.12,62,buy
TSLA,1736938061462,194.92,54,sell
NVDA,1736938062587,502.11,23,sell
MSFT,1736938063072,298.22,82,buy
AAPL,1736938063381,152.27,47,sell
AAPL,1736938064079,150.86,18,buy
NVDA,1736938064553,499.52,35,buy
MSFT,1736938064910,297.43,53,buy
NVDA,1736938066524,501.17,67,buy
MSFT,1736938067050,299.86,25,buy
TSLA,1736938068859,195.07,59,buy
MSFT,1736938071472,297.06,79,sell
TSLA,1736938071999,198.6,16,buy
AAPL,1736938072211,151.5,36,buy
MSFT,1736938072399,302.19,1,buy
AAPL,1736938072427,150.65,47,sell
MSFT,1736938073152,303.19,77,buy
TSLA,1736938073575,199.18,99,buy
AAPL,1736938073941,151.28,40,buy
SPY,1736938076203,399.36,52,sell
TSLA,1736938077859,195.23,47,sell
SPY,1736938078419,399.77,75,sell
NVDA,1736938079592,500.46,63,sell
SPY,1736938080345,398.8,46,buy
MSFT,1736938080720,296.82,98,sell
TSLA,1736938081140,199.99,93,sell
NVDA,1736938081438,500.43,9,buy
SPY,1736938081855,400.54,76,sell
NVDA,1736938082108,501.56,88,buy
MSFT,1736938083235,300.46,33,sell
NVDA,1736938084498,503.14,63,buy
MSFT,1736938086112,298.3,35,sell
MSFT,1736938086199,298.94,36,buy
MSFT,1736938086993,296.79,60,sell
TSLA,1736938087101,197.09,74,sell
MSFT,1736938087418,299.86,21,buy
SPY,1736938087440,400.72,53,sell
TSLA,1736938088805,194.72,11,sell
MSFT,1736938088880,299.03,80,sell
NVDA,1736938090242,501.72,52,buy
SPY,1736938090391,398.86,70,buy
SPY,1736938090506,400.71,50,buy
AAPL,1736938091145,150.09,85,sell
AAPL,1736938091364,149.56,99,buy
NVDA,1736938091682,501.89,40,buy
AAPL,1736938092036,149.69,62,sell
SPY,1736938092351,399.89,23,buy
AAPL,1736938092748,151.86,26,sell
AAPL,1736938093534,152.23,97,sell
TSLA,1736938094411,199.35,83,sell
SPY,1736938096793,400.65,49,sell
AAPL,1736938097973,153.16,84,buy
AAPL,1736938098023,149.82,51,sell
SPY,1736938098061,400.0,92,buy
AAPL,1736938098360,153.09,73,buy
MSFT,1736938099522,297.05,40,sell
NVDA,1736938100222,500.19,98,sell
MSFT,1736938100432,300.09,57,sell
MSFT,1736938101295,298.74,52,buy
NVDA,1736938101454,502.36,100,sell
SPY,1736938101526,400.02,10,buy
NVDA,1736938101720,503.73,74,buy
MSFT,1736938102184,300.06,86,sell
MSFT,1736938102330,302.81,74,buy
TSLA,1736938103017,194.82,72,sell
NVDA,1736938103740,499.83,4,sell
MSFT,1736938103856,299.44,56,sell
NVDA,1736938103991,502.36,90,buy
AAPL,1736938104583,151.05,93,sell
SPY,1736938106482,399.96,99,buy
TSLA,1736938107753,195.42,75,sell
TSLA,1736938108110,195.86,24,sell
TSLA,1736938108152,198.71,47,buy
SPY,1736938108628,398.8,74,buy
SPY,1736938111614,401.19,78,sell
NVDA,1736938112482,500.97,59,buy
MSFT,1736938112687,300.45,91,sell
AAPL,1736938113924,151.96,31,buy
NVDA,1736938114445,501.76,89,sell
AAPL,1736938114616,151.64,2,sell
AAPL,1736938115957,152.37,25,buy
MSFT,1736938116006,299.42,56,buy
NVDA,1736938116534,500.13,69,buy
TSLA,1736938117699,197.7,78,buy
SPY,1736938118219,399.28,61,buy
TSLA,1736938118806,197.95,51,sell
SPY,1736938120637,400.75,58,sell
SPY,1736938121902,400.21,64,buy
TSLA,1736938122054,200.06,22,buy
TSLA,1736938122764,195.37,80,buy
AAPL,1736938123252,149.48,42,buy
NVDA,1736938124426,500.85,35,sell
MSFT,1736938124601,298.08,50,buy
TSLA,1736938124819,198.25,66,buy
TSLA,1736938126315,198.74,10,buy
MSFT,1736938127702,298.46,75,sell
SPY,1736938127823,399.75,83,buy
TSLA,1736938128542,195.23,7,sell
MSFT,1736938129055,297.38,31,buy
TSLA,1736938129412,197.97,53,sell
AAPL,1736938129918,151.86,15,sell
NVDA,1736938131340,501.65,99,sell
SPY,1736938133727,399.54,56,sell
AAPL,1736938134641,150.37,22,buy
MSFT,1736938137541,296.93,43,sell
MSFT,1736938137671,299.49,17,sell
MSFT,1736938138275,298.75,94,sell
MSFT,1736938139270,298.65,53,buy
SPY,1736938139406,399.22,85,sell
TSLA,1736938140049,195.14,95,sell
TSLA,1736938140259,198.81,24,sell
TSLA,1736938140969,194.69,43,buy
MSFT,1736938141709,301.1,12,buy
NVDA,1736938141752,502.82,1,buy
AAPL,1736938141891,152.22,76,buy
TSLA,1736938142199,196.29,2,sell
AAPL,1736938142709,151.95,82,buy
NVDA,1736938144949,500.35,20,sell
SPY,1736938145764,399.46,48,sell
NVDA,1736938146693,500.47,31,sell
MSFT,1736938148040,300.06,75,sell
SPY,1736938149925,400.31,1,buy
MSFT,1736938149976,297.52,70,sell
AAPL,1736938151189,150.3,18,sell
SPY,1736938151941,399.09,43,buy
NVDA,1736938153367,499.22,45,sell
MSFT,1736938154093,301.38,60,sell
AAPL,1736938154680,152.03,16,buy
TSLA,1736938156306,195.49,2,sell
TSLA,1736938158226,198.81,73,sell
NVDA,1736938159652,499.34,45,buy
SPY,1736938159837,401.05,71,sell
SPY,1736938160371,399.69,18,buy
AAPL,1736938160870,152.51,100,buy
AAPL,1736938161708,152.37,93,buy
SPY,1736938161862,399.35,75,buy
AAPL,1736938164490,151.3,13,sell
SPY,1736938164675,399.18,27,sell
AAPL,1736938165229,149.6,73,sell
SPY,1736938165351,399.54,76,buy
SPY,1736938166227,398.98,13,buy
TSLA,1736938167425,198.97,42,sell
NVDA,1736938168721,500.07,54,sell
TSLA,1736938169587,194.91,91,buy
NVDA,1736938169959,501.86,44,buy
MSFT,1736938170341,298.94,51,sell
SPY,1736938171069,400.81,51,buy
NVDA,1736938171521,500.44,81,buy
AAPL,1736938171542,149.99,38,buy
AAPL,1736938171722,153.12,14,buy
NVDA,1736938171780,500.67,22,sell
NVDA,1736938172097,503.63,99,buy
NVDA,1736938173941,499.54,37,buy
MSFT,1736938174728,296.99,47,buy
TSLA,1736938174930,195.36,53,buy
TSLA,1736938175674,195.32,59,buy
AAPL,1736938176526,151.48,84,buy
SPY,1736938177455,400.73,26,buy
TSLA,1736938178379,197.03,56,sell
NVDA,1736938179910,502.4,36,buy
SPY,1736938180154,399.3,69,sell
SPY,1736938180323,399.56,14,buy
TSLA,1736938180814,198.97,15,sell
SPY,1736938181292,399.25,46,sell
AAPL,1736938184648,153.12,28,buy
TSLA,1736938184757,195.65,63,buy
AAPL,1736938185764,151.88,37,buy
SPY,1736938186307,399.68,51,sell
MSFT,1736938189027,300.22,64,sell
AAPL,1736938189608,152.65,61,buy
TSLA,1736938189686,198.78,74,sell
NVDA,1736938191060,500.67,65,buy
SPY,1736938191636,401.57,23,sell
TSLA,1736938191870,199.79,14,buy
MSFT,1736938192825,299.35,97,buy
AAPL,1736938193246,149.87,20,buy
TSLA,1736938193557,195.48,3,sell
TSLA,1736938194295,199.22,33,buy
AAPL,1736938194359,149.56,33,sell
AAPL,1736938194384,151.92,33,buy
SPY,1736938194539,399.55,76,sell
SPY,1736938194687,401.06,48,buy
MSFT,1736938195029,299.29,73,buy
TSLA,1736938195358,199.14,59,sell
SPY,1736938196795,399.23,46,sell
AAPL,1736938198970,150.49,93,buy
NVDA,1736938199147,499.77,51,sell
NVDA,1736938199444,503.63,78,buy
MSFT,1736938199695,301.18,40,buy
SPY,1736938199838,401.06,28,sell
SPY,1736938201760,399.49,12,buy
NVDA,1736938202146,499.62,62,sell
SPY,1736938202575,399.74,8,sell
AAPL,1736938206213,152.61,52,buy
NVDA,1736938207292,499.98,52,sell
AAPL,1736938209265,152.03,61,buy
SPY,1736938209936,399.55,94,buy
MSFT,1736938211331,301.97,44,sell
AAPL,1736938211412,151.94,83,sell
SPY,1736938212342,399.06,2,sell
TSLA,1736938212615,199.85,88,buy
TSLA,1736938214756,195.51,46,buy
MSFT,1736938214899,297.08,31,sell
SPY,1736938216463,399.59,95,buy
TSLA,1736938217611,197.39,67,buy
TSLA,1736938219144,194.05,71,sell
MSFT,1736938220593,298.62,86,sell
AAPL,1736938221294,151.61,35,sell
NVDA,1736938221567,499.26,90,buy
NVDA,1736938221792,500.45,58,buy
NVDA,1736938222796,501.58,33,sell
MSFT,1736938222901,300.41,96,buy
TSLA,1736938223104,197.95,34,sell
MSFT,1736938223240,296.83,1,sell
NVDA,1736938223367,500.97,65,sell
TSLA,1736938223835,195.13,66,sell
MSFT,1736938224242,299.27,85,sell
MSFT,1736938225122,297.31,97,buy
AAPL,1736938225417,149.58,17,buy
SPY,1736938226561,400.27,94,sell
MSFT,1736938226702,301.1,40,buy
SPY,1736938227135,400.54,99,buy
TSLA,1736938227224,196.33,87,buy
SPY,1736938228210,399.36,67,buy
TSLA,1736938229656,198.26,55,buy
TSLA,1736938232569,199.66,6,sell
NVDA,1736938232846,503.34,1,buy
AAPL,1736938233151,153.07,90,buy
SPY,1736938233593,398.89,77,buy
TSLA,1736938234831,195.46,84,sell
SPY,1736938235515,398.97,65,buy
AAPL,1736938235534,150.6,50,buy
NVDA,1736938235925,502.83,93,buy
MSFT,1736938236471,300.05,41,sell
MSFT,1736938238300,299.11,1,sell
SPY,1736938242134,399.62,23,buy
MSFT,1736938242220,301.09,79,sell
TSLA,1736938242354,195.12,34,sell
AAPL,1736938242518,151.21,71,buy
MSFT,1736938242847,301.44,39,sell
AAPL,1736938243728,151.82,95,buy
AAPL,1736938244483,152.38,68,sell
AAPL,1736938244527,152.77,24,sell
AAPL,1736938244910,153.09,17,sell
TSLA,1736938245012,199.66,19,sell
NVDA,1736938246167,500.71,56,sell
AAPL,1736938246175,150.4,92,sell
SPY,1736938246186,400.43,95,sell
AAPL,1736938247452,151.57,79,buy
AAPL,1736938248652,149.56,25,buy
TSLA,1736938249054,197.11,70,buy
TSLA,1736938249932,193.87,72,buy
AAPL,1736938250787,152.11,48,buy
SPY,1736938251670,400.11,52,buy
TSLA,1736938252874,198.65,86,sell
TSLA,1736938253655,195.22,83,buy
SPY,1736938254185,400.6,100,buy
AAPL,1736938254196,152.38,32,buy
AAPL,1736938255360,152.66,24,buy
SPY,1736938256313,399.63,100,sell
NVDA,1736938257097,499.69,11,buy
MSFT,1736938257236,297.23,82,buy
SPY,1736938257324,400.63,21,buy
NVDA,1736938257836,499.69,45,buy
AAPL,1736938257901,152.01,26,buy
AAPL,1736938258367,149.4,22,buy
SPY,1736938260080,399.22,99,sell
MSFT,1736938260290,298.89,24,sell
TSLA,1736938260868,200.01,87,buy
NVDA,1736938261411,500.5,22,sell
TSLA,1736938261973,195.26,22,buy
SPY,1736938262252,400.55,22,sell
AAPL,1736938262608,151.75,24,buy
NVDA,1736938262621,501.65,41,buy
NVDA,1736938264020,499.65,61,buy
TSLA,1736938264150,198.22,87,buy
AAPL,1736938264248,149.38,63,sell
AAPL,1736938264891,152.29,87,buy
AAPL,1736938265538,152.45,65,buy
TSLA,1736938266634,198.22,17,sell
NVDA,1736938269141,499.4,81,buy
MSFT,1736938269189,299.71,45,sell
MSFT,1736938269489,298.27,63,sell
AAPL,1736938269543,150.1,57,buy
NVDA,1736938269747,500.93,90,buy
AAPL,1736938269918,151.67,88,sell
SPY,1736938270009,400.87,88,buy
MSFT,1736938270800,297.45,32,sell
MSFT,1736938271202,298.19,1,sell
TSLA,1736938271580,198.12,40,sell
TSLA,1736938274742,198.94,66,sell
SPY,1736938275012,400.6,51,sell
NVDA,1736938275836,501.26,76,buy
SPY,1736938276203,401.19,76,buy
MSFT,1736938276302,299.17,79,buy
MSFT,1736938276395,300.02,79,buy
SPY,1736938277216,399.04,39,sell
MSFT,1736938278417,296.71,58,buy
AAPL,1736938278479,153.06,74,buy
SPY,1736938279416,400.32,89,buy
AAPL,1736938279664,150.52,52,sell
NVDA,1736938281100,499.37,60,buy
AAPL,1736938283130,149.74,82,buy
TSLA,1736938284043,199.44,81,sell
AAPL,1736938284054,151.99,46,sell
SPY,1736938284259,400.69,1,buy
NVDA,1736938284687,502.22,73,buy
MSFT,1736938285649,299.34,8,sell
NVDA,1736938288438,501.79,1,buy
NVDA,1736938289446,501.58,91,sell
MSFT,1736938289938,302.93,89,sell
AAPL,1736938290894,152.23,86,buy
AAPL,1736938291102,152.57,34,buy
TSLA,1736938291281,198.75,58,sell
MSFT,1736938292925,302.85,4,sell
SPY,1736938292959,400.71,95,buy
NVDA,1736938293682,499.92,73,buy
SPY,1736938294780,399.47,27,buy
TSLA,1736938295761,194.04,47,sell
AAPL,1736938295941,152.0,39,sell
NVDA,1736938296464,502.54,5,sell
NVDA,1736938296867,499.91,6,buy
MSFT,1736938297061,297.7,29,buy
AAPL,1736938298026,150.94,13,buy
AAPL,1736938299270,151.99,15,buy
AAPL,1736938299463,151.75,13,sell
TSLA,1736938299598,199.0,78,sell
MSFT,1736938299882,298.45,64,sell
AAPL,1736938300117,150.83,26,sell
MSFT,1736938300733,297.77,48,sell
NVDA,1736938302086,499.82,32,sell
TSLA,1736938302908,199.19,67,buy
MSFT,1736938303122,296.52,81,sell
AAPL,1736938304348,150.34,6,buy
AAPL,1736938304892,152.04,33,sell
TSLA,1736938307268,195.32,37,buy
NVDA,1736938307689,503.78,17,buy
TSLA,1736938308419,199.82,50,buy
TSLA,1736938308713,194.56,38,sell
MSFT,1736938310132,298.5,56,buy
SPY,1736938310326,400.6,15,sell
AAPL,1736938310335,152.28,2,buy
AAPL,1736938311594,151.86,72,buy
TSLA,1736938312618,195.3,99,sell
TSLA,1736938314111,198.21,45,sell
TSLA,1736938315171,197.99,77,buy
MSFT,1736938315459,299.4,16,sell
AAPL,1736938316279,151.02,24,buy
NVDA,1736938317222,502.16,39,buy
NVDA,1736938317406,501.79,77,buy
MSFT,1736938317800,301.73,81,sell
TSLA,1736938317934,194.18,14,buy
TSLA,1736938318102,197.98,97,buy
SPY,1736938318107,399.83,34,sell
NVDA,1736938318296,501.23,57,buy
AAPL,1736938318752,152.76,32,sell
SPY,1736938319413,399.94,95,buy
MSFT,1736938319707,296.83,18,sell
AAPL,1736938319723,150.75,73,sell
MSFT,1736938319927,299.8,72,buy
TSLA,1736938320089,195.35,9,sell
MSFT,1736938320703,301.23,39,sell
TSLA,1736938320863,195.31,94,buy
AAPL,1736938321867,150.38,65,sell
SPY,1736938322082,399.64,87,sell
AAPL,1736938322095,152.38,22,sell
MSFT,1736938322169,297.23,34,buy
AAPL,1736938323260,152.06,97,buy
MSFT,1736938324062,298.55,56,sell
SPY,1736938324220,399.43,19,sell
AAPL,1736938325844,150.37,22,sell
MSFT,1736938326255,297.67,47,sell
TSLA,1736938327290,199.81,68,buy
TSLA,1736938328035,198.84,46,buy
AAPL,1736938328294,152.23,58,buy
SPY,1736938328361,399.99,38,sell
NVDA,1736938328519,499.42,55,buy
TSLA,1736938328577,199.52,25,buy
AAPL,1736938329324,151.7,45,sell
AAPL,1736938331385,151.84,25,sell
MSFT,1736938332311,299.13,55,buy
AAPL,1736938332935,151.55,21,sell
TSLA,1736938334301,198.3,81,sell
SPY,1736938334668,399.11,1,buy
SPY,1736938335166,398.96,11,sell
AAPL,1736938335780,149.93,15,buy
SPY,1736938336694,401.31,41,buy
NVDA,1736938337185,500.27,54,buy
NVDA,1736938338388,498.6,44,buy
TSLA,1736938338832,199.2,9,sell
SPY,1736938339146,400.28,78,buy
NVDA,1736938339836,502.7,71,buy
AAPL,1736938340373,152.12,90,buy
TSLA,1736938340411,199.99,82,sell
NVDA,1736938340780,502.81,60,sell
MSFT,1736938342112,297.17,75,sell
AAPL,1736938342325,150.03,32,buy
NVDA,1736938342690,499.09,2,buy
AAPL,1736938343322,151.93,48,sell
NVDA,1736938343764,499.74,11,sell
NVDA,1736938345396,500.94,59,buy
SPY,1736938347219,401.58,17,buy
SPY,1736938347513,399.73,11,sell
SPY,1736938347515,398.93,70,buy
SPY,1736938347808,399.97,63,sell
AAPL,1736938347896,151.8,32,buy
SPY,1736938349156,400.41,41,sell
AAPL,1736938349635,152.68,90,buy
MSFT,1736938349820,297.0,28,sell
TSLA,1736938350191,199.49,96,sell
MSFT,1736938350911,299.73,73,buy
MSFT,1736938351060,297.1,2,sell
NVDA,1736938351240,500.4,53,sell
TSLA,1736938352509,200.26,30,sell
SPY,1736938355452,400.15,97,buy
MSFT,1736938356369,298.73,63,sell
TSLA,1736938357060,195.66,1,sell
TSLA,1736938357532,198.76,1,sell
SPY,1736938357850,399.12,34,sell
